mean_ratio,id
0.9626600776225454,1
0.9663453473326842,2
0.9872085667244279,3
0.97171949592202,4
0.9463380874974544,5
0.982226742016647,6
1.0003457127748336,7
0.9899588330051906,8
0.9809018238644176,9
0.9439547200667856,10
0.9953861626933437,11
1.0101189474800019,12
0.957830538546498,13
1.0099138606523446,14
0.9919438517191753,15
0.9944358304643249,16
0.9775180921731459,17
1.0069557214127989,18
0.9924064964199445,19
0.9922716815787769,20
1.0173804893654634,21
0.964744101225355,22
0.9884582322006472,23
0.9671246768883053,24
0.9822759481736962,25
0.9918256282644539,26
0.9972830414687008,27
1.004576040631165,28
0.9755375532071323,29
0.9758842280941126,30
0.9800005285024571,31
0.9855172844625142,32
0.9910327276559202,33
0.9716701896064208,34
0.9984839236564313,35
0.9530310116482013,36
0.9918221274313591,37
0.9690034505619771,38
0.9786698831834596,39
0.9941834133021968,40
0.9808784941000636,41
0.9516683237383992,42
0.911047577545092,43
0.984530257704431,44
0.9541543790080608,45
0.9534344113866712,46
0.9954693002054552,47
0.9827834285687916,48
0.9762842340859988,49
0.9793712302317452,50
0.9736951629597429,51
0.999001205166021,52
0.9611047453473918,53
1.0080267967210232,54
0.9877002384102783,55
0.9670951120279405,56
0.9807328784924955,57
0.954533636514476,58
0.9549500948668024,59
0.9649114314562605,60
0.9930443271122771,61
0.9882652942818461,62
0.9771946609887782,63
0.9063498544595395,64
0.966595916322277,65
0.9608460938510924,66
0.9656813595215517,67
0.9820500286121951,68
0.9516783669667129,69
0.9874865841553693,70
0.9633372867290734,71
0.9304201156674198,72
0.9538465523642615,73
0.9684781972897238,74
0.974556705897025,75
0.989667697227405,76
0.9641340217159889,77
0.8670163687651823,78
0.9601016440918321,79
0.9860743562852696,80
0.9718725704197801,81
0.94870535567831,82
0.9585408675968806,83
0.9337948560908402,84
0.9619243253588826,85
0.9650412511315095,86
0.9727343454552587,87
0.9504639916583436,88
0.94995179835683,89
0.9868931411380019,90
0.9483066093796307,91
0.9360458974881656,92
0.9371332672392967,93
0.9434892036636945,94
0.9610090202792645,95
0.978547333065018,96
0.9511399333257519,97
0.9850681045252918,98
0.9456761643960199,99
0.9587525031637126,100
0.9403652189824279,101
0.9700628056934381,102
0.9406920276400295,103
0.9720176066215804,104
0.9662155728154399,105
0.9483360153992558,106
0.9882098645623738,107
0.9614759090366142,108
0.9566719126939274,109
0.9505923008361056,110
0.9609227807903667,111
0.9609875125817894,112
0.9476453361077608,113
0.9578654422731453,114
0.9745649249447811,115
0.9863217253942138,116
0.990229353025785,117
0.9870952232355236,118
0.9244145697640158,119
0.9737033113688498,120
0.9461865151983204,121
0.9495445697063785,122
0.9363433597710441,123
0.9501234342263579,124
0.9619001043826244,125
0.9868283167293299,126
0.9495639299353301,127
0.9858036645454058,128
0.939441169886799,129
0.955608959300978,130
0.9590694450179501,131
0.9330886037181911,132
0.9414856357658868,133
0.9296967785965514,134
0.9752735128688186,135
0.9813150551934802,136
0.9860010770232142,137
0.9578269522309896,138
0.9827436650060688,139
0.9738585053897046,140
0.9447476825790143,141
0.9651350349791737,142
0.9369593680203658,143
0.960399941789021,144
0.9525904945339004,145
0.9501301044761974,146
0.9742536009459849,147
0.9393995073588589,148
0.9879419046063682,149
0.9425318880633965,150
0.9218429035635028,151
0.9633396403097173,152
0.942878005474429,153
0.9571153784278718,154
0.9302652671808967,155
1.0063259752565938,156
0.9128891797296087,157
0.9611943729148456,158
0.9348901087359655,159
0.9899830572187786,160
