year,area,city,country,yearTravelTimePerKm,yearTravelTimeOptimumPerKm,yearTimeLostPerKm,reisezeit_all_year_h,stautime_per_year,durchschnittliche_reisezeit_ein_weg,optimale_reisezeit_ein_weg
2023,urban,Hamburg,Germany,143,107.0438105653,38,183,49,24,18
